nest,site,year,lat,lon,cov_1m,cov_5m,prot,pred,estHD,init_date,camera,field_fate,cam_fateNA,cam_fate,final_fate,nest_age,final_obs_int,final_obs_date,species,likely_failed,i,j,j_adj,k,k_adj,j.cam,k.cam,n_obs,n_days,> hatch?,penultimate,final,obs_dates,obs_history,obs_ints,new_notes,camera_notes,field_notes
10277,RUTW,2019,29.76208,-93.13799,10,30,,,,,N,Hu,TRUE,,Hu,,46,46,LETE,,43,43,43,46,46,,,2,3,,3E,no activity,43|46,3E|no activity,0|3,,,nest observed on 26 May with no activity at nest. 28 May- KBB- nest was run over by vehicle
10278,RUTW,2019,29.76214,-93.13821,10,30,,,,,N,Hu,TRUE,,Hu,,48,48,LETE,,43,46,46,48,48,,,3,5,,BON,fail,43|46|48,1E|BON|fail,0|3|2,,,28 May- KBB observed human tracks leading up to nest. Must have occurred on May 27 (Memorial Day) because the nest was active on May 26 while stewarding. Someone may have entered the colony and approached nest stick.
10279,RUTW,2019,29.76257,-93.14011,40,40,,,,,N,F,TRUE,,F,,48,48,LETE,,43,43,43,48,48,,,3,5,,not obs,fail,43|46|48,2E|not obs|fail,0|3|2,,,28 May- nest was either trampled by vehicle holiday traffic or cattle
10280,RUTW,2019,29.77101,-93.1806,60,60,none,,65,46,N,S,TRUE,,S,11,57,57,LETE,1,49,53,53,57,57,,,3,8,0,3E,fail,49|53|57,3E|3E|fail,0|4|4,,,
10281,RUTW,2019,29.76396,-93.14695,30,30,,,,,N,Hu,TRUE,,Hu,,48,48,LETE,,43,43,43,48,48,,,2,5,,1E,cracked,43|48,1E|cracked,0|5,,,"6/3 SB could not find stick or scrape, tire tracks criss-crossing area"
10282,RUTW,2019,29.76423,-93.14762,10,30,,,,,N,Hu,TRUE,,Hu,,48,48,LETE,,43,43,43,48,48,,,2,5,,3E,fail,43|48,3E|fail,0|5,,,run over by vehicle
10283,RUTW,2019,29.76423,-93.1478,10,30,,,59,42,N,H,TRUE,,H,19,61,61,LETE,0,54,61,61,61,61,,,4,7,0,2E,"2C, 1-2d",43|48|54|61,"2E|2E|2E|2C, 1-2d",0|5|6|7,,,
10284,RUTW,2019,29.7654,-93.15327,40,40,,,,33,N,H,TRUE,,H,21,54,54,CONI,,43,49,49,49,49,,,4,11,,hatch?,1C 5-6d,43|48|49|54,2E|not f|hatch?|1C 5-6d,0|5|1|5,penult should have been deleted,,"one light and one dark egg. 3 June- pale egg did not hatch. chick looks older, 5-6d"
10285,RUTW,2019,29.76781,-93.16523,15,30,none,,65,46,N,D,TRUE,,D,7,53,53,LETE,1,49,49,49,53,53,,,2,4,0,2E,fail,49|53,2E|fail,0|4,,,
10286,ROJH,2019,29.63671,-92.76801,5,10,none,,77,49,N,S,TRUE,,S,13,62,62,WIPL,1,50,55,55,62,62,,,3,12,0,3E,fail,50|55|62,3E|3E|fail,0|5|7,,,11 June- area overwashed from June 5th surge likely the cause of failure.
10287,ROCK,2019,29.66665,-92.8417,30,30,none,,82,54,N,S,TRUE,,S,8,62,62,WIPL,1,52,55,55,62,62,,,3,10,0,3E,0E,52|55|62,1E|3E|0E,0|3|7,,,
10288,RUTW,2019,29.77107,-93.18058,40,30,none,,64,48,Y,H,FALSE,H,H,19,4,67,LETE,0,49,67,67,67,67,,,5,18,0,2E,"1C, 1E",49|53|57|63|67,"3E|3E|3E|2E|1C, 1E",0|4|4|6|4,,,"6/16 - 1 chick, 1 egg"
10289,ROCK,2019,29.66703,-92.8427,5,5,none,,53,34,Y,D,FALSE,D,D,21,3,55,LETE,0,52,52,52,55,55,,,2,3,0,3E,0E,52|55,3E|0E,0|3,,,6/4 camera footage of coyote
10290,ROCK,2019,29.6684,-92.8471,60,50,none,,65,49,N,S,TRUE,,S,13,62,62,CONI,1,52,55,55,62,62,,,3,10,0,2E,0E,52|55|62,2E|2E|0E,0|3|7,,,11 Jun - could not find nest or stick
10291,ROCK,2019,29.66725,-92.84373,30,30,none,,65,49,N,S,TRUE,,S,13,62,62,CONI,1,52,55,55,62,62,,,3,10,0,2E,0E,52|55|62,2E|2E|0E,0|3|7,,,11 Jun - stick half buried by storm surge
10292,ROCK,2019,29.66526,-92.83795,,,none,,68,52,N,S,TRUE,,S,10,62,62,CONI,1,52,55,55,62,62,,,3,10,0,2E,0E,52|55|62,2E|2E|0E,0|3|7,,,
10293,ROCK,2019,29.66009,-92.82614,40,40,none,,,,N,F,TRUE,,F,,55,55,CONI,,52,52,52,55,55,,,2,3,,2E,not f,52|55,2E|not f,0|3,,,4 June- SB- could not find nest stick on wrack line; probably washed out
10295,ROCK,2019,29.66683,-92.84237,5,5,none,,67,48,Y,D,FALSE,D,D,7,3,55,LETE,1,52,52,52,55,55,,,2,3,0,3E,0E,52|55,3E|0E,0|3,,,"6/4 camera footage of coyote, stick dug up, evidence of digging around nest"
10296,ROCK,2019,29.66692,-92.84262,5,5,none,,67,48,N,D,TRUE,,D,7,55,55,LETE,1,52,52,52,55,55,,,2,3,0,2E,0E,52|55,2E|0E,0|3,,,"6/4 stick dug up, digging nearby; right near depredated nests"
10298,RUTW,2019,29.76763,-93.16452,15,30,none,,68,49,Y,F,FALSE,F,F,12,4,61,LETE,1,53,53,53,61,61,,,3,8,0,BON,empty,53|57|61,2E|BON|empty,0|4|4,,,10 June- check camera set on nest for fate confirmation
10299,RUTW,2019,29.76765,-93.16454,20,30,none,,68,49,Y,U,FALSE,H,H,23,6,72,LETE,0,53,66,68,72,68,68,68,7,19,1,not check,0E,53|57|61|63|66|67|72,2E|BON|2E|2E|BON|not check|0E,0|4|4|2|3|1|4,penult should be BON,chick ~3 days old in photo 20 jun,
10301,RUTW,2019,29.76206,-93.13763,10,30,sym,,70,51,N,S,TRUE,,S,6,57,57,LETE,1,54,55,55,57,57,,,3,3,0,BON,fail,54|55|57,2E|BON|fail,0|1|2,,,
10304,RUTW,2019,29.76381,-93.14562,30,50,none,,73,54,N,F,TRUE,,F,7,61,61,LETE,1,54,54,54,61,61,,,2,7,0,1E,fail,54|61,1E|fail,0|7,,,
10307,RUTW,2019,29.76623,-93.15741,40,40,none,,73,54,Y,F,FALSE,F,F,7,7,61,LETE,1,54,54,54,61,61,,,2,7,0,2E,fail,54|61,2E|fail,0|7,,,
10308,RUTW,2019,29.76619,-93.15721,10,40,none,,70,51,Y,F,FALSE,A,A,10,7,61,LETE,1,54,54,54,61,61,,,2,7,0,2E,fail,54|61,2E|fail,0|7,,,10 June- check camera set on nest for fate confirmation; fate from camera unclear
10309,ROCK,2019,29.66755,-92.84431,20,40,none,,69,53,N,S,TRUE,,S,9,62,62,CONI,1,55,55,55,62,62,,,2,7,0,2E,0E,55|62,2E|0E,0|7,,,11 Jun - stick half buried by storm surge
10310,RUTE,2019,29.75841,-93.12151,10,30,sym,,,65,Y,H,FALSE,H,H,19,7,84,LETE,,68,84,84,84,84,,,4,16,,2E,"1C, 1E",68|72|77|84,"2E|2E|2E|1C, 1E",0|4|5|7,,,"7/3 - 1 chick, 1 egg; camera placed 6/17"
10311,RUTE,2019,29.7584,-93.12082,,,sym,,,56,Y,H,FALSE,H,H,21,5,77,LETE,,68,75,75,75,75,,,3,9,,2E,0E,68|72|77,2E|2E|0E,0|4|5,,,camera placed 6/21; chick ~5 days old found within 2ft of nest-WHAT DAY???
10312,ROCK,2019,29.66978,-92.84998,0,10,none,,,67,N,H,TRUE,,H,16,83,83,CONI,,69,83,83,83,83,,,4,14,,BON,2C,69|73|79|83,2E|BON|BON|2C,0|4|6|4,,,hatch day?
10313,ROCK,2019,29.67248,-92.85836,10,10,none,,,,N,A,TRUE,,A,,73,73,CONI,,69,69,69,73,73,,,2,4,,1E,1E,69|73,1E|1E,0|4,,,"6/17 - probably abandoned, may have been abandoned when marked. egg floated very high, no sounds from within, no bird ever seen on nest. not sure when abandoned"
10314,ROCK,2019,29.6686,-92.84724,5,5,none,,91,63,N,Hu,TRUE,,Hu,16,79,79,WIPL,1,69,79,79,79,79,,,3,10,0,3E,3E,69|73|79,3E|3E|3E,0|4|6,,,28 June- nest was checked in morning by SB and had 3 eggs. Nest run over by vehicle a few hours later. Not sure how to treat this for the nest model? last check and failure occurred hours apart from each other- KBB
10315,HBTO,2019,29.76914,-93.44395,40,30,none,,83,67,N,F,TRUE,,F,11,78,78,CONI,1,70,70,70,78,78,,,2,8,0,2E,0E,70|78,2E|0E,0|8,,,coyote tracks somewhat close by; nest in the middle of a line of ant nests? see photo
10316,HBTO,2019,29.76879,-93.43898,0,0,none,,,,N,D,TRUE,,D,,78,78,LETE,,70,70,70,78,78,,,2,8,,2E,0E,70|78,2E|0E,0|8,,,
10318,RUTW,2019,29.76632,-93.15768,20,20,none,,84,54,Y,H,FALSE,H,H,28,1,82,WIPL,0,71,82,82,82,82,,,4,11,0,starr,"1C, 2E",71|77|81|82,"3E|3E|starr|1C, 2E",0|6|4|1,,,1 July- one chick hatched and dry by the evening and SB banded it. KB went to nest early 2 July and saw the second chick emerge from egg. Likely completed hatch on July 2
10319,RUTW,2019,29.76211,-93.13772,,,sym,,78,61,Y,H,FALSE,H,H,20,3,81,LETE,0,71,80,80,80,80,,,3,10,0,2E,2C,71|78|81,2E|2E|2C,0|7|1,,,6/30 - 2 chicks; camera placed 6/20
10322,RUTW,2019,29.76687,-93.16105,,,none,,91,72,Y,Ca,FALSE,Ca,Ca,9,4,81,LETE,1,72,77,77,81,81,,,3,9,0,2E,fail,72|77|81,2E|2E|fail,0|5|4,,cattle are there for a looooong time,camera placed 6/21
10323,RUTW,2019,29.76702,-93.16143,,,none,,84,65,Y,U,FALSE,H,H,25,9,90,LETE,0,65,81,84,90,84,84,84,4,25,1,1E,0E,72|77|81|90,2E|2E|1E|0E,0|5|4|6,no field evidence of hatch,2-3 day old chick in video from 5 jul,camera placed 6/21;
10324,RUTW,2019,29.76771,-93.16492,,,none,,77,58,Y,U,TRUE,,,23,81,81,LETE,0,72,77,77,81,81,,,3,9,1,2E,empty,72|77|81,2E|2E|empty,0|5|4,,overheated,"camera placed 6/21; camera died 6/27, appears to have overheated (prolonged temps registered between 120 and 131 degrees F); nest had not hatched (egg visible in last photo)"
10325,RUTW,2019,29.76683,-93.16052,,,none,,78,59,Y,U,TRUE,,,31,90,90,LETE,0,72,81,81,90,90,,,5,18,1,?,0E,72|77|81|84|90,2E|2E|2E|?|0E,0|5|4|3|6,obs for 3 july?,pulled for july 4th,camera placed 6/21
10326,RUTW,2019,29.76676,-93.16051,,,none,,87,68,Y,U,TRUE,,,22,90,90,LETE,0,72,81,81,90,90,,,5,18,0,?,0E,72|77|81|84|90,2E|2E|2E|?|0E,0|5|4|3|6,obs for 3 july?,pulled for july 4th,camera placed 6/21
10327,RUTW,2019,29.76656,-93.15949,,,none,,91,72,Y,U,TRUE,,,18,90,90,LETE,0,72,81,81,90,90,,,4,18,0,3E,0E,72|77|81|90, ,0|5|4|9,,pulled for july 4th,camera placed 6/21
10328,RUTE,2019,29.7585,-93.12177,,,none,,,50,N,H,TRUE,,H,28,78,78,WIPL,,72,78,78,78,78,,,3,6,,starr,"2C, 1E",72|77|78,"3E|starr|2C, 1E",0|5|1,,,chicks banded at nest on June 27th by KBB
10329,RUTE,2019,29.75853,-93.12159,,,,,92,73,Y,U,FALSE,S,S,24,5,97,LETE,0,72,92,92,97,97,,,7,25,1,2E,0E,72|77|82|83|89|92|97,1E|2E|2E|2E|2E|2E|0E,0|5|5|1|6|3|5,no field evience of failure - could have hatched; was close to est HD,"cam fate was originally marked ""W""; bird still on nest at 7:52 pm on 12 Jul; comes back briefly on 14 Jul at 140 pm; no flooding or surge seen, maybe got too windy?",left camera placed high during storm - check for fate
10331,RUTW,2019,29.76847,-93.16886,,,,,87,74,N,H,TRUE,,H,16,90,90,CONI,0,77,90,90,90,90,,,3,13,0,2E,2C,77|81|90,2E|2E|2C,0|4|9,,,hatch day?
10334,HBTO,2019,29.76873,-93.43839,,,,,81,62,N,U,FALSE,A,A,26,88,88,LETE,0,72,78,78,88,88,,,4,16,1,?,not f,72|78|81|88,2E|1E|?|not f,0|6|3|7,,,"check field observations for fate?? site was marked as HBTO - briefly moved to RUTW but I think the nest 334 on RUTW is actually 324, mislabeled stick"
10335,RUTW,2019,29.76326,-93.1427,,,sym,,88,74,N,H,TRUE,,H,16,90,90,CONI,0,78,90,90,90,90,,,5,12,0,BON,1C,78|81|85|89|90,2E|2E|2E|BON|1C,0|3|4|4|1,,,hatch day?
10336,ROCK,2019,29.67689,-92.86801,,,,,81,65,N,D,TRUE,,D,18,83,83,CONI,0,79,79,79,83,83,,,2,4,0,2E,0E,79|83,2E|0E,0|4,,,7/2 egg shell found with what looks like a bite out of it (SB has pic)
10338,RUTW,2019,29.76775,-93.16508,,,none,,,73,Y,S,FALSE,H,H,25,6,98,LETE,,90,90,92,98,92,92,92,4,8,,?,0E,81|90|92|98,1E|1E|?|0E,0|9|2|6,was nest checked on 11-jul? any photos?,camera evidence of hatch?? Pics end abruptly around 1 am on 10 jul. was camera left there during storm?,not floated?? TS Barry
10339,RUTW,2019,29.76917,-93.17241,,,none,,98,79,Y,S,FALSE,Ca,Ca,19,6,98,LETE,0,81,92,92,98,98,,,4,17,0,1E,0E,81|90|92|98,1E|1E|1E|0E,0|9|2|6,,cattle in area for hours on night of 7/13. hard to tell if bird was still incubating 7/13. was incubating evening of 7/12,TS Barry
10341,RUTW,2019,29.7653,-93.15302,,,none,,84,68,N,Ca,TRUE,,Ca,17,85,85,CONI,0,82,82,82,85,85,,,2,3,0,1E,0E,82|85,1E|0E,0|3,,,"4 Jul - cattle disturbance, probably trampled, no egg shell found"
10342,RUTW,2019,29.76454,-93.14963,,,none,,95,79,N,Hu,TRUE,,Hu,6,85,85,CONI,1,82,82,82,85,85,,,2,3,0,2E,0E,82|85,2E|0E,0|3,,,"4 Jul - tire tracks over nest, smashed egg shells found"
10343,RUTW,2019,29.76612,-93.15688,,,none,,83,68,N,H,TRUE,,H,22,90,90,CONI,0,82,84,84,84,84,,,3,8,1,hatch?,0E,82|84|90,2E|hatch?|0E,0|2|6,penult should have been deleted,,"9 Jul - hatched egg shell found a few inches from where nest was, male making clicking noises, female may have moved farther East but did not have time to look thoroughly"
10344,RUTW,2019,29.7641,-93.14727,50,50,sym,,95,79,N,A,TRUE,,A,11,90,90,CONI,1,82,89,89,90,90,,,3,8,0,2E,2E,82|89|90,2E|2E|2E,0|7|1,,,"4 Jul - installed symbolic fencing (3 posts); 8 Jul - caught female with bow net and banded, tagged with VHF tag; bird did not return to nest for half an hour (or more?) after tagging; bird relocated at far end of site"
10345,RUTW,2019,29.76419,-93.14488,,,none,,92,76,N,F,TRUE,,F,22,98,98,CONI,0,82,91,91,98,98,,,5,16,1,BON,fail,82|89|90|91|98,2E|2E|2E|BON|fail,0|7|1|1|7,,,"8 Jul - attempted bow net, bird ran out too quickly and was not caught. SB has more detailed notes; 9 Jul - eggs covered in ants, one smells bad, but bird still incubating 18 July-nest had an egg shell with sand inside. Not sure what happened to this nest, but the eggs were weird before TS Barry."
10346,RUTE,2019,29.75903,-93.12293,70,60,none,,84,71,N,H,TRUE,,H,18,89,89,CONI,0,82,87,87,87,87,,,4,7,1,hatch?,2C,82|84|87|89,2E|2E|hatch?|2C,0|2|3|2,penult should have been deleted,,
10348,RUTE,2019,29.75791,-93.1189,60,50,none,,,81,N,H,TRUE,,H,16,97,97,CONI,,82,97,97,97,97,,,4,15,,2E,1C,82|84|90|97,2E|not check|2E|1C,0|2|6|7,,,
10349,ROCK,2019,29.66921,-92.84885,10,50,none,,94,78,N,F,TRUE,,F,8,86,86,CONI,1,83,83,83,86,86,,,2,3,0,2E,0E,83|86,2E|0E,0|3,,,
10353,RUTE,2019,29.7584,3.12106,40,40,sym,,103,84,Y,A,FALSE,A,A,27,5,111,LETE,0,89,106,106,111,111,,,7,22,1,2E,2E,89|92|97|99|102|106|111,2E|2E|2E|BON|2E|2E|2E,0|3|5|2|3|4|5,"last obs is ""2E rotten""",,"30 Jul - 2E being eaten by ants; eggs did not look abandoned on previous visit, and bird was seen on nest"
10354,RUTE,2019,29.75711,-93.11546,50,40,none,,105,89,N,Ca,TRUE,,Ca,8,97,97,CONI,1,89,89,89,97,97,,,2,8,0,1E,not f,89|97,1E|not f,0|8,,,"16 Jul cattle tracks all through area, looks like they stampeded through there :( could not find stick"
10355,RUTW,2019,29.7696,-93.1724,70,70,none,,108,92,Y,F,FALSE,Ca,Ca,14,8,106,CONI,0,92,98,98,106,106,,,3,14,0,1E,0E,92|98|106,1E|1E|0E,0|6|8,,,17 Jul - placed camera; knocked over by cattle and disturbance in area
10356,RUTW,2019,29.76774,-93.16499,,,none,,104,85,Y,S,FALSE,Ca,Ca,13,6,98,LETE,1,89,92,92,98,98,,,4,9,0,1E,0E,89|90|92|98,1E|1E|1E|0E,0|1|2|6,,,8 Jul - placed camera
10357,RUTW,2019,29.76784,-93.16532,,,none,,92,73,Y-but,A,FALSE,A,A,25,98,98,LETE,0,89,92,92,98,98,,,4,9,1,1E,0E,89|90|92|98,1E|1E|1E|0E,0|1|2|6,,missing photos,"8 Jul - placed camera; * egg floated high and slanted, but had stuff stuck to it. probably actually rotten/abandoned"
10358,RUTW,2019,29.77001,-93.17689,,,none,,,73,Y,H,FALSE,H,H,19,3,92,LETE,,89,92,92,92,92,,,2,3,,1E,1C,89|92,1E|1C,0|3,,,8 Jul - placed camera; 11 Jul found with hatched chick being eaten by ants :(
10359,RUTW,2019,29.76678,-93.16006,15,15,none,,93,74,Y,S,FALSE,S,S,24,6,98,LETE,0,89,92,92,98,98,,,3,9,1,1E,0E,89|92|98,1E|1E|0E,0|3|6,,,TS Barry
10360,RUTW,2019,29.76312,-93.14111,,,none,,117,101,Y,Ca,FALSE,Ca,Ca,5,1,106,CONI,1,98,105,105,106,106,,,4,8,0,1E,0E,98|104|105|106,1E|1E|1E|0E,0|6|1|1,,,17 Jul - placed camera
10370,RUTW,2019,29.76389,-93.14437,,,none,,108,92,N,U-H,TRUE,,U-H,20,112,112,CONI,0,106,106,106,112,112,,,2,6,1,2E,abandon,106|112,2E|abandon,0|6,,,"7/25/19 - Nest discovered with 2 eggs, 14d and 3d. 3d egg likely non-viable. 31 Jul - 1E, cold, condensation, and stuck to sand. looked around for evidence of other egg hatching"
10371,RUTE,2019,29.75858,-93.12128,70,70,sym,,114,99,Y,H,FALSE,H,H,16,3,115,CONI,0,106,115,115,115,115,,,3,9,0,BON,"1E, 1C",106|112|115,"2E|BON|1E, 1C",0|6|3,,,"8/3 - 1 chick, 1 egg; camera; mom and babies caught and mom given nanotag"
10400,RLCC,2019,29.78572,-93.21546,0,0,sym,,59,43,N,H,TRUE,,H,19,62,62,LETE,0,43,62,62,62,62,,,6,19,0,2E,"1C, 1E",43|47|51|55|57|62,"2E|2E|2E|2E|2E|1C, 1E",0|4|4|4|2|5,,,
10401,RLCC,2019,29.78567,-93.2155,0,0,sym,,80,30,N,H,TRUE,,H,19,49,49,LETE,1,43,49,49,49,49,,,3,6,0,2E,hatch?,43|47|49,2E|2E|hatch?,0|4|2,,,"31 May- adults throwing poop, no chicks seen in the immediate area. Seems to have hatched."
10402,RLCC,2019,29.78565,-93.21557,0,0,sym,,47,28,N,H,TRUE,,H,19,47,47,LETE,0,43,47,47,47,47,,,2,4,0,2E,"1C, 1E",43|47,"2E|1C, 1E",0|4,,,
10403,RLCC,2019,29.78566,-93.21561,0,0,sym,,56,43,N,H,TRUE,,H,19,62,62,LETE,0,43,62,62,62,62,,,6,19,1,2E,"1C, 1E",43|47|51|55|57|62,"2E|2E|2E|2E|2E|1C, 1E",0|4|4|4|2|5,,,
10404,RLCC,2019,29.78567,-93.21566,0,0,sym,,56,40,N,H,TRUE,,H,19,59,59,LETE,0,43,59,59,59,59,,,6,16,0,2E,2C,43|47|51|55|57|59,2E|2E|2E|2E|2E|2C,0|4|4|4|2|2,,,"11 June- camera was on nest and observed the chicks in scrape, and a fiddler crab with large claw being fended off by adults"
10405,RLCC,2019,29.78566,-93.21569,0,0,sym,,54,35,N,A,TRUE,,A,22,57,57,LETE,0,43,55,55,57,57,,,5,14,0,2E,fail,43|47|51|55|57,3E|3E|3E|2E|fail,0|4|4|4|2,,,likely abandoned from the June 5 storm.
10406,RLCC,2019,29.78556,-93.21523,0,0,sym,,52,33,N,H,TRUE,,H,19,52,52,LETE,0,43,52,52,52,52,,,4,9,0,3E,hatch day,43|47|51|52,3E|3E|3E|hatch day,0|4|4|1,,,"1 June- eggs hatched, 2C visible on camera. Early morning on June 2, a GHOW depredated the nest. Chicks were lost. KBB"
10407,RLCC,2019,29.78557,-93.2152,0,0,sym,,59,40,N,W,TRUE,,W,17,57,57,LETE,0,51,55,55,57,57,,,4,6,0,2E,fail,51|54|55|57,2E|2E|2E|fail,0|3|1|2,,,6 June- eggs and rock washed out in this area from June 5 storm
10408,RLCC,2019,29.78557,-93.21532,0,0,sym,,59,43,N,H,TRUE,,H,19,62,62,LETE,0,51,62,62,62,62,,,5,11,0,2E,"1C, 1E",51|54|55|57|62,"2E|2E|2E|2E|1C, 1E",0|3|1|2|5,,,
10409,RLCC,2019,29.78558,-93.21544,0,0,sym,,59,43,N,H,TRUE,,H,19,62,62,LETE,0,51,62,62,62,62,,,5,11,0,3E,"1C, 1E starring, 1E pipped with dead chick inside, egg was outside nest scrape",51|54|55|57|62,"3E|3E|3E|3E|1C, 1E starring, 1E pipped with dead chick inside, egg was outside nest scrape",0|3|1|2|5,,,
10410,RLCC,2019,29.78555,-93.21542,0,0,sym,,59,43,N,H,TRUE,,H,19,62,62,LETE,0,51,62,62,62,62,,,4,11,0,2E,hatch,51|55|57|62,2E|2E|2E|hatch,0|4|2|5,,,
10411,RLCC,2019,29.78561,-93.21555,0,0,sym,,59,43,N,H,TRUE,,H,19,62,62,LETE,0,51,62,62,62,62,,,4,11,0,3E,hatch,51|55|57|62,3E|3E|3E|hatch,0|4|2|5,,,11 June- poop in scrape
10413,RLCC,2019,29.78501,-93.21436,0,0,none,,63,48,N,H,TRUE,,H,19,67,67,LETE,0,51,67,67,67,67,,,6,16,1,3E,hatch day,51|55|57|62|66|67,3E|3E|BON|BON|3E|hatch day,0|4|2|5|4|1,,,nest has a game camera on video mode. check camera for hatch day confirmation. 18 June- 3 chicks hiding and being fed under the camera and shading in the cinder block. later footage shows mosquito control truck spraying chemicals and turning around in the immediate area. 
10414,RLCC,2019,29.7854,-93.21516,0,0,sym,,,64,N,H,TRUE,,H,19,83,83,LETE,,66,83,83,83,83,,,5,17,,BON,"1C, 1E hatch",66|69|74|79|83,"2E|BON|2E|BON|1C, 1E hatch",0|3|5|5|4,,,15 June- bushnell cam on nest. Camera footage shows bird on nest through June 23 thus far. Camera footage shows chick hatching at 9:24am on July 2nd. GHOW ate the chick and remaining egg around 4:45am on July 4th
10415,RLCC,2019,29.78535,-93.21528,0,0,sym,,,,N,W,TRUE,,W,,79,79,LETE,,66,74,74,79,79,,,4,13,,2E,fail,66|69|74|79,2E|BON|2E|fail,0|3|5|5,,,15 June- exodus cam on nest. 17 June- camera shows nest submerged from storm from 4am-10:30am. Curious if this will impact hatch. 24 June- nest was submerged again from heavy rainfall and eggs were washed away. Photos confirm nest fate.
10417,RLCC,2019,29.78519,-93.21503,10,15,sym,,,,N,D,TRUE,,D,,83,83,LETE,,74,79,79,83,83,,,3,9,,BON,fail,74|79|83,2E|BON|fail,0|5|4,,,23 June- exodus camera deployed on nest 2 July- grackle at nest 5 July camera removed
13211,RUTW,2019,29.76684,-93.1606,,,none,,86,67,Y,U,TRUE,,,23,90,90,LETE,0,72,81,81,90,90,,,5,18,1,?,0E,72|77|81|84|90,3E|3E|3E|?|0E,NA|5|4|3|6,obs for 3 july?,pulled for july 4th,field obs for 7/3?? camera placed 6/21; check cam for fate
20001,RUTW,2020,29.76707,-93.1614,5,10,none,,44,16,N,F,TRUE,,F,4,20,20,WIPL,1,14,14,14,20,20,,,2,6,0,1E,0E,14|20,1E|0E,NA|6,,,no sign of predator.no adults present. Severe storms on 4/29. popsicle stick still present.
20002,RUTW,2020,29.76764,-93.16496,0,10,none,,31,,N,Hu,TRUE,,Hu,24,24,24,SNPL,1,14,20,20,24,24,,,3,10,0,1E,0E,14|20|24,2E|1E|0E,0|6|4,,,"4/30 female captured at nest (box trap) 13:40 and banded. 5/4 nest was run over by vehicle, nest stick crunched, no adults present."
20003,HBRB,2020,29.76491,-93.3722,0,0,none,,38,11,N,H,TRUE,,H,28,39,39,WIPL,0,20,39,39,39,39,,,5,19,0,3E,3C,20|24|32|37|39,3E|3E|3E|3E|3C,0|4|8|5|2,,,all eggs floated almost vertical on the bottom (9 day egg). All eggs hatched and chicks banded
20004,HBRB,2020,29.76457,-93.36822,5,5,none,,41,13,N,D,TRUE,,D,26,39,39,WIPL,0,20,37,37,39,39,,,4,19,0,3E,0E,20|32|37|39,3E|3E|3E|0E,0|12|5|2,,,certain the female is unbanded but not sure if P9 is the male
20005,RUTW,2020,29.76762,-93.16486,,,none,,43,24,N,S,TRUE,,S,7,31,31,LETE,1,24,24,24,31,31,,,2,7,0,1E,fail,24|31,1E|fail,0|7,,,
20006,RUTW,2020,29.76767,-93.16515,,,none,,44,25,N,S,TRUE,,S,6,31,31,LETE,1,24,24,24,31,31,,,2,7,0,2E,fail,24|31,2E|fail,0|7,,,
20007,RUTW,2020,29.76786,-93.16615,,,none,,44,25,N,S,TRUE,,S,6,31,31,LETE,1,24,24,24,31,31,,,2,7,0,2E,fail,24|31,2E|fail,0|7,,,
20008,RUTW,2020,29.76837,-93.1684,,,none,,43,24,N,Ca,TRUE,,Ca,7,31,31,LETE,1,24,24,24,31,31,,,2,7,0,1E,fail,24|31,1E|fail,0|7,,,
20009,BROW,2020,29.77294,-93.29574,,,none,,,,N,U,TRUE,,U,,37,37,CONI,,37,37,37,37,37,,,1,0,,,1E,37,1E,0,found on hatch day,,
20200,RUTE,2020,29.75887,-93.12322,,,sym,,43,31,Y,H,FALSE,H,H,16,2,47,CONI,0,28,47,47,47,47,,,9,19,1,2E,hatch day,28|31|33|35|38|40|43|45|47,1E|BON|2E|2E|2E|2E|2E|2E|hatch day,0|3|2|2|3|2|3|2|2,,,5/27 - 2 chicks
20201,RUTE,2020,29.75883,-93.12302,,,sym,,47,29,N,H,TRUE,,H,21,50,50,LETE,0,28,48,48,48,48,,,10,22,0,2E,0E,28|31|33|35|38|40|43|45|47|50,1E|BON|2E|2E|2E|2E|2E|2E|2E|0E,0|3|2|2|3|2|3|2|2|2,,,Chicks hatched ~27 May. Egg shell fragments and poop in cup.
20202,RUTE,2020,29.75884,-93.12293,,,sym,,45,28,N,H,TRUE,,H,19,47,47,LETE,0,28,47,47,47,47,,,9,19,0,2E,hatch day,28|31|33|35|38|40|43|45|47,2E|BON|2E|2E|2E|2E|2E|2E|hatch day,0|3|2|2|3|2|3|2|2,,,Chick in neset cup
20203,RUTE,2020,29.75877,-93.1228,,,sym,,43,26,N,H,TRUE,,H,19,45,45,LETE,0,28,45,45,45,45,,,8,17,0,2E,hatch day,28|31|33|35|38|40|43|45,2E|BON|2E|2E|2E|2E|2E|hatch day,0|3|2|2|3|2|3|2,,,"25 May- hatch day, 1 chick and 2nd egg hatching in progress."
20204,RUTE,2020,29.75862,-93.12215,,,sym,,44,28,Y,H,FALSE,H,H,19,2,47,LETE,0,28,47,47,47,47,,,9,19,0,2E,Hatch,28|31|33|35|38|40|43|45|47,2E|BON|2E|2E|2E|2E|2E|2E|Hatch,0|3|2|2|3|2|3|2|2,,,egg shell nearby indicating hatch. no chicks found
